L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
1153,1712,39,1,28,183,0.04,0.01,N,O,1997-10-05,1997-12-01,1997-10-18,TAKE BACK RETURN,FOB,delayed by supplier
14287,1146,83,5,19,162,0.03,0.0,R,O,1997-05-13,1997-07-08,1997-05-17,DELIVER IN PERSON,RAIL,customer compliant regarding quality
11681,797,76,5,19,85,0.05,0.06,A,F,1994-12-01,1994-12-12,1994-12-28,DELIVER IN PERSON,REG AIR,delayed by supplier
9821,1931,96,7,27,712,0.02,0.06,R,O,1997-02-04,1997-03-30,1997-02-10,TAKE BACK RETURN,AIR,customer compliant regarding quality
7068,1572,40,3,23,610,0.05,0.01,N,O,1994-07-12,1994-09-06,1994-07-24,DELIVER IN PERSON,AIR,delayed by supplier
305,1618,31,5,19,592,0.03,0.02,N,O,1998-03-06,1998-04-06,1998-03-16,COLLECT COD,RAIL,urgent delivery needed
19681,443,23,6,6,656,0.02,0.04,A,F,1997-04-20,1997-06-15,1997-05-08,TAKE BACK RETURN,TRUCK,check packaging carefully
16447,1279,12,4,18,473,0.01,0.08,A,O,1998-04-06,1998-05-23,1998-04-26,TAKE BACK RETURN,MAIL,check packaging carefully
477,872,83,7,3,211,0.02,0.01,A,O,1996-11-17,1996-12-03,1996-11-29,NONE,SHIP,fragile items inside
19423,592,84,4,47,684,0.05,0.02,N,F,1996-09-04,1996-10-22,1996-09-10,COLLECT COD,RAIL,regular customer request
14206,1909,23,3,9,925,0.05,0.01,A,F,1994-09-17,1994-11-04,1994-10-09,DELIVER IN PERSON,SHIP,check packaging carefully
13556,732,96,3,12,623,0.03,0.06,N,O,1997-11-23,1997-12-05,1997-11-26,DELIVER IN PERSON,REG AIR,urgent delivery needed
12718,180,15,6,14,967,0.04,0.01,A,F,1995-11-20,1995-12-25,1995-12-15,COLLECT COD,SHIP,fragile items inside
2682,1037,28,2,14,692,0.0,0.08,N,F,1996-09-05,1996-10-24,1996-09-29,TAKE BACK RETURN,RAIL,delayed by supplier
12135,240,31,3,6,372,0.03,0.02,R,O,1996-08-01,1996-08-18,1996-08-14,TAKE BACK RETURN,FOB,fragile items inside
4891,654,49,6,9,592,0.05,0.02,A,F,1996-08-26,1996-09-26,1996-09-05,TAKE BACK RETURN,RAIL,urgent delivery needed
17685,1558,34,5,28,662,0.05,0.04,N,F,1994-07-25,1994-08-08,1994-08-20,COLLECT COD,FOB,check packaging carefully
14070,603,59,5,36,432,0.0,0.06,R,F,1997-02-04,1997-03-02,1997-02-28,TAKE BACK RETURN,MAIL,urgent delivery needed
9469,471,8,5,34,972,0.0,0.06,R,O,1997-08-06,1997-08-24,1997-08-26,DELIVER IN PERSON,MAIL,customer compliant regarding quality
12427,375,23,1,24,378,0.03,0.08,R,F,1995-02-18,1995-04-04,1995-03-07,DELIVER IN PERSON,MAIL,check packaging carefully
1950,1277,36,4,42,716,0.03,0.08,N,O,1995-10-17,1995-12-07,1995-11-06,TAKE BACK RETURN,MAIL,check packaging carefully
16314,1133,38,6,10,594,0.01,0.01,N,F,1998-12-07,1999-02-01,1998-12-21,TAKE BACK RETURN,MAIL,delayed by supplier
16238,429,30,5,25,555,0.0,0.01,R,F,1998-04-07,1998-05-30,1998-04-08,TAKE BACK RETURN,FOB,urgent delivery needed
14567,1846,74,4,42,842,0.05,0.08,N,F,1994-05-20,1994-07-04,1994-06-13,DELIVER IN PERSON,SHIP,delayed by supplier
19722,1411,90,5,15,49,0.01,0.06,R,F,1993-06-29,1993-07-10,1993-07-09,TAKE BACK RETURN,SHIP,fragile items inside
2860,1931,92,3,3,586,0.01,0.04,N,F,1993-11-29,1994-01-08,1993-12-14,TAKE BACK RETURN,AIR,customer compliant regarding quality
9922,1404,97,3,27,330,0.03,0.0,R,O,1992-07-28,1992-09-03,1992-08-20,COLLECT COD,FOB,delayed by supplier
16553,921,55,7,33,812,0.02,0.02,N,F,1993-09-26,1993-11-04,1993-10-11,NONE,AIR,check packaging carefully
13225,1995,6,4,28,975,0.04,0.01,A,F,1998-11-27,1999-01-20,1998-12-16,DELIVER IN PERSON,RAIL,delayed by supplier
8329,1789,73,6,5,259,0.03,0.08,R,O,1996-08-06,1996-09-01,1996-08-10,DELIVER IN PERSON,RAIL,customer compliant regarding quality
17301,1691,84,1,14,124,0.05,0.04,N,O,1994-10-10,1994-11-16,1994-10-19,COLLECT COD,TRUCK,fragile items inside
8334,490,13,5,1,399,0.03,0.02,R,O,1994-06-23,1994-08-05,1994-07-19,COLLECT COD,SHIP,customer compliant regarding quality
12551,355,15,3,4,46,0.02,0.01,A,F,1998-12-11,1999-01-28,1999-01-09,NONE,FOB,fragile items inside
5877,1066,29,4,21,554,0.05,0.0,A,O,1998-03-17,1998-04-24,1998-04-04,COLLECT COD,SHIP,urgent delivery needed
18974,69,25,5,20,900,0.1,0.06,R,F,1997-02-04,1997-03-04,1997-02-19,COLLECT COD,TRUCK,customer compliant regarding quality
3911,1457,31,6,32,989,0.02,0.02,N,O,1996-05-07,1996-06-02,1996-05-16,COLLECT COD,SHIP,fragile items inside
4933,1924,80,6,34,62,0.0,0.08,R,O,1998-12-04,1998-12-22,1998-12-21,DELIVER IN PERSON,TRUCK,urgent delivery needed
7165,356,83,3,6,368,0.0,0.06,N,F,1998-05-03,1998-06-25,1998-05-29,DELIVER IN PERSON,FOB,delayed by supplier
8627,19,2,1,25,136,0.05,0.08,N,O,1998-09-18,1998-10-31,1998-10-15,DELIVER IN PERSON,SHIP,customer compliant regarding quality
3357,692,1,7,25,892,0.04,0.08,R,O,1994-02-18,1994-03-16,1994-03-11,NONE,RAIL,regular customer request
315,593,77,7,8,394,0.04,0.01,N,F,1992-01-06,1992-02-29,1992-01-11,TAKE BACK RETURN,AIR,check packaging carefully
8955,618,67,6,12,796,0.05,0.04,R,O,1995-01-31,1995-03-29,1995-02-18,TAKE BACK RETURN,TRUCK,check packaging carefully
5670,136,23,3,23,320,0.05,0.0,R,F,1995-08-24,1995-10-06,1995-08-29,DELIVER IN PERSON,MAIL,customer compliant regarding quality
14911,413,3,5,20,314,0.05,0.02,N,F,1994-09-18,1994-10-02,1994-10-06,DELIVER IN PERSON,TRUCK,regular customer request
4746,1213,94,2,27,972,0.05,0.06,R,F,1993-11-08,1994-01-02,1993-12-04,TAKE BACK RETURN,MAIL,delayed by supplier
7265,1026,93,1,39,32,0.02,0.06,N,F,1994-08-27,1994-10-02,1994-08-31,COLLECT COD,FOB,regular customer request
12130,1426,49,3,39,549,0.05,0.08,A,F,1994-03-21,1994-04-06,1994-04-06,NONE,REG AIR,urgent delivery needed
3725,1389,51,6,42,489,0.04,0.08,N,F,1994-04-13,1994-06-02,1994-05-04,COLLECT COD,SHIP,fragile items inside
4625,627,46,4,49,596,0.03,0.06,A,O,1993-12-16,1994-01-21,1993-12-26,TAKE BACK RETURN,AIR,customer compliant regarding quality
17003,1703,66,4,4,230,0.1,0.02,A,O,1993-06-01,1993-06-15,1993-06-09,COLLECT COD,AIR,check packaging carefully
6954,923,84,6,10,450,0.0,0.0,N,F,1995-06-04,1995-07-22,1995-07-02,COLLECT COD,RAIL,delayed by supplier
10725,840,15,6,5,459,0.0,0.04,N,O,1996-10-26,1996-11-30,1996-11-22,NONE,SHIP,regular customer request
7763,172,57,5,10,140,0.03,0.06,R,O,1994-03-16,1994-04-20,1994-03-20,NONE,MAIL,check packaging carefully
2947,920,74,4,41,643,0.03,0.0,R,O,1996-05-14,1996-06-10,1996-06-07,NONE,SHIP,regular customer request
5481,158,44,7,35,481,0.0,0.0,N,O,1992-07-28,1992-08-17,1992-08-13,COLLECT COD,RAIL,customer compliant regarding quality
1316,302,99,4,37,431,0.1,0.06,N,O,1998-12-22,1999-02-09,1999-01-14,DELIVER IN PERSON,SHIP,delayed by supplier
611,1585,28,5,1,310,0.04,0.06,N,O,1992-04-06,1992-05-19,1992-05-04,TAKE BACK RETURN,FOB,delayed by supplier
5733,517,19,1,27,821,0.0,0.02,N,O,1997-04-16,1997-06-04,1997-04-20,NONE,REG AIR,urgent delivery needed
4475,1124,84,3,41,353,0.02,0.06,N,O,1997-12-01,1997-12-29,1997-12-24,TAKE BACK RETURN,MAIL,urgent delivery needed
6729,535,54,5,31,108,0.0,0.06,N,F,1992-02-24,1992-03-13,1992-03-18,COLLECT COD,MAIL,regular customer request
19062,98,16,5,2,610,0.05,0.02,A,O,1993-06-19,1993-08-13,1993-06-22,COLLECT COD,TRUCK,delayed by supplier
13235,620,50,2,46,678,0.0,0.02,A,O,1995-01-17,1995-02-01,1995-01-21,NONE,REG AIR,regular customer request
17489,21,92,1,6,795,0.02,0.06,N,F,1992-03-10,1992-05-08,1992-03-18,DELIVER IN PERSON,MAIL,check packaging carefully
5407,1871,71,5,3,788,0.05,0.08,R,F,1998-05-03,1998-06-30,1998-05-27,COLLECT COD,MAIL,check packaging carefully
7266,945,14,7,38,902,0.1,0.04,R,O,1995-09-19,1995-10-15,1995-09-28,DELIVER IN PERSON,MAIL,regular customer request
18935,611,84,2,10,932,0.02,0.08,A,O,1996-07-15,1996-08-10,1996-07-28,NONE,FOB,customer compliant regarding quality
18001,815,19,6,43,723,0.05,0.04,R,O,1998-01-11,1998-03-09,1998-01-30,NONE,SHIP,regular customer request
17487,307,90,2,27,333,0.1,0.01,A,F,1994-06-13,1994-07-02,1994-07-03,DELIVER IN PERSON,FOB,delayed by supplier
4591,418,19,6,13,822,0.04,0.04,A,O,1998-08-06,1998-10-02,1998-08-20,NONE,MAIL,check packaging carefully
9545,1903,76,6,39,977,0.1,0.06,N,O,1992-08-03,1992-09-12,1992-08-15,NONE,REG AIR,fragile items inside
1280,734,84,1,49,708,0.1,0.02,R,F,1997-11-14,1998-01-07,1997-11-19,TAKE BACK RETURN,REG AIR,regular customer request
15996,639,9,4,12,331,0.03,0.0,N,F,1992-04-21,1992-05-27,1992-05-12,NONE,SHIP,customer compliant regarding quality
17150,717,53,6,23,832,0.02,0.04,R,F,1993-07-02,1993-07-30,1993-07-07,DELIVER IN PERSON,RAIL,check packaging carefully
4557,1862,28,2,38,711,0.04,0.04,N,F,1996-08-04,1996-10-02,1996-08-28,NONE,AIR,check packaging carefully
17961,462,50,7,9,877,0.1,0.04,N,F,1998-01-11,1998-01-30,1998-02-01,TAKE BACK RETURN,TRUCK,urgent delivery needed
9441,1380,62,6,11,927,0.04,0.04,R,O,1998-06-06,1998-07-26,1998-06-17,COLLECT COD,REG AIR,urgent delivery needed
11214,92,23,7,7,631,0.1,0.04,A,F,1997-12-04,1997-12-24,1997-12-30,NONE,SHIP,check packaging carefully
10985,635,99,1,18,498,0.03,0.01,R,O,1996-03-12,1996-04-09,1996-03-16,DELIVER IN PERSON,FOB,urgent delivery needed
6902,1551,97,5,21,873,0.01,0.0,R,O,1993-07-05,1993-08-11,1993-07-23,DELIVER IN PERSON,RAIL,check packaging carefully
6068,930,8,4,17,694,0.03,0.04,R,F,1993-11-11,1993-11-26,1993-11-25,TAKE BACK RETURN,AIR,check packaging carefully
17381,187,28,1,7,310,0.03,0.02,R,O,1998-03-07,1998-03-22,1998-04-03,TAKE BACK RETURN,MAIL,delayed by supplier
1251,42,31,1,42,572,0.02,0.02,R,F,1996-06-27,1996-07-30,1996-07-09,COLLECT COD,SHIP,customer compliant regarding quality
15152,1445,35,7,39,471,0.02,0.04,A,F,1994-10-19,1994-11-07,1994-11-01,DELIVER IN PERSON,REG AIR,urgent delivery needed
16939,929,21,4,32,604,0.04,0.06,R,F,1994-06-25,1994-08-17,1994-06-29,COLLECT COD,SHIP,delayed by supplier
14237,388,21,1,16,762,0.1,0.02,N,F,1998-01-31,1998-03-13,1998-02-06,TAKE BACK RETURN,RAIL,regular customer request
14836,903,91,4,27,630,0.1,0.04,R,O,1997-10-02,1997-11-10,1997-10-14,NONE,REG AIR,customer compliant regarding quality
10629,1638,11,7,24,352,0.01,0.01,A,F,1992-10-29,1992-12-06,1992-11-24,TAKE BACK RETURN,SHIP,fragile items inside
5538,1294,27,2,43,84,0.05,0.02,A,O,1996-01-19,1996-03-01,1996-01-29,DELIVER IN PERSON,FOB,check packaging carefully
8763,321,66,1,8,519,0.04,0.08,N,O,1997-02-04,1997-02-16,1997-02-06,TAKE BACK RETURN,MAIL,regular customer request
11186,984,96,4,21,292,0.1,0.02,R,F,1996-05-20,1996-07-06,1996-06-09,TAKE BACK RETURN,AIR,delayed by supplier
19324,858,90,5,2,514,0.0,0.02,A,F,1995-08-23,1995-09-05,1995-08-24,TAKE BACK RETURN,RAIL,regular customer request
6811,1830,4,6,7,803,0.02,0.01,A,O,1996-02-01,1996-03-31,1996-02-17,COLLECT COD,FOB,delayed by supplier
2494,750,38,6,1,640,0.05,0.04,R,O,1992-09-08,1992-11-06,1992-09-10,TAKE BACK RETURN,REG AIR,regular customer request
615,1244,45,5,46,360,0.02,0.04,R,O,1992-06-23,1992-07-03,1992-07-22,COLLECT COD,TRUCK,delayed by supplier
177,1301,32,2,47,552,0.01,0.01,N,O,1992-07-25,1992-08-16,1992-08-22,NONE,RAIL,customer compliant regarding quality
7506,307,43,1,30,224,0.01,0.04,A,F,1993-01-12,1993-02-09,1993-01-18,DELIVER IN PERSON,AIR,regular customer request
17696,1298,95,5,30,375,0.02,0.06,R,O,1998-07-30,1998-09-22,1998-08-27,DELIVER IN PERSON,TRUCK,regular customer request
2869,711,73,2,30,467,0.04,0.04,R,O,1992-09-26,1992-10-19,1992-10-17,DELIVER IN PERSON,REG AIR,delayed by supplier
17196,464,43,1,26,715,0.0,0.02,A,F,1995-04-27,1995-06-10,1995-05-18,NONE,AIR,customer compliant regarding quality
10819,1814,74,5,2,276,0.03,0.04,N,O,1994-09-08,1994-10-08,1994-09-30,DELIVER IN PERSON,RAIL,delayed by supplier
8200,1393,8,4,24,901,0.05,0.02,A,F,1995-05-21,1995-07-16,1995-06-01,DELIVER IN PERSON,RAIL,customer compliant regarding quality
3779,948,56,7,34,889,0.03,0.08,R,O,1993-09-17,1993-09-29,1993-09-26,NONE,FOB,fragile items inside
676,114,14,7,12,971,0.04,0.02,N,O,1992-06-02,1992-07-06,1992-06-07,TAKE BACK RETURN,RAIL,fragile items inside
2024,1715,12,2,38,519,0.02,0.08,A,F,1993-07-27,1993-08-29,1993-08-25,DELIVER IN PERSON,MAIL,urgent delivery needed
8988,1294,71,4,32,244,0.01,0.08,A,F,1998-03-12,1998-04-22,1998-03-16,NONE,RAIL,customer compliant regarding quality
13870,150,74,6,16,161,0.01,0.01,A,F,1998-01-15,1998-02-19,1998-02-03,TAKE BACK RETURN,RAIL,fragile items inside
15949,334,60,6,13,773,0.01,0.01,A,F,1995-03-01,1995-03-16,1995-03-08,TAKE BACK RETURN,REG AIR,fragile items inside
14044,1648,67,1,15,804,0.05,0.06,R,F,1992-04-19,1992-05-04,1992-04-20,TAKE BACK RETURN,SHIP,delayed by supplier
188,105,14,4,41,619,0.0,0.06,R,F,1993-03-26,1993-04-11,1993-04-06,NONE,REG AIR,fragile items inside
2274,1459,47,1,35,782,0.02,0.06,R,O,1998-03-19,1998-04-22,1998-03-31,TAKE BACK RETURN,FOB,regular customer request
1547,1909,17,3,37,617,0.02,0.01,N,F,1998-08-02,1998-08-13,1998-08-09,TAKE BACK RETURN,RAIL,regular customer request
5454,746,69,3,1,917,0.0,0.0,R,F,1997-05-27,1997-07-11,1997-06-14,NONE,AIR,customer compliant regarding quality
17378,1678,1,6,21,268,0.02,0.04,N,O,1996-10-16,1996-11-27,1996-10-29,DELIVER IN PERSON,MAIL,regular customer request
15734,56,80,6,13,41,0.01,0.06,N,F,1995-06-27,1995-08-13,1995-07-15,TAKE BACK RETURN,REG AIR,regular customer request
11139,181,26,4,16,523,0.04,0.0,N,F,1996-06-27,1996-08-14,1996-06-29,NONE,TRUCK,urgent delivery needed
10764,83,53,5,24,317,0.01,0.04,R,F,1992-11-10,1992-12-21,1992-11-30,COLLECT COD,RAIL,fragile items inside
15341,1026,88,3,48,387,0.04,0.04,N,F,1995-06-26,1995-08-11,1995-07-16,DELIVER IN PERSON,SHIP,check packaging carefully
1276,1667,74,4,27,661,0.05,0.04,A,F,1994-05-08,1994-06-03,1994-06-04,COLLECT COD,TRUCK,delayed by supplier
2336,263,13,6,4,604,0.0,0.06,N,O,1995-07-07,1995-07-21,1995-07-25,DELIVER IN PERSON,REG AIR,check packaging carefully
16113,1849,59,7,12,777,0.03,0.06,N,F,1994-06-07,1994-07-29,1994-06-28,TAKE BACK RETURN,MAIL,regular customer request
18759,444,65,5,6,745,0.03,0.06,N,F,1994-09-26,1994-11-10,1994-10-06,COLLECT COD,FOB,check packaging carefully
1002,1945,89,7,16,36,0.1,0.01,R,F,1998-11-03,1998-11-15,1998-11-23,DELIVER IN PERSON,AIR,fragile items inside
17,1277,79,6,15,560,0.0,0.01,R,O,1998-03-08,1998-04-24,1998-03-13,COLLECT COD,REG AIR,customer compliant regarding quality
10456,215,92,6,14,325,0.05,0.02,N,O,1995-02-02,1995-03-18,1995-02-09,TAKE BACK RETURN,AIR,check packaging carefully
15868,1904,26,4,27,186,0.02,0.0,A,F,1998-09-01,1998-10-21,1998-09-15,TAKE BACK RETURN,MAIL,customer compliant regarding quality
9764,788,72,1,24,514,0.0,0.04,N,O,1995-10-28,1995-12-17,1995-10-30,TAKE BACK RETURN,SHIP,regular customer request
9562,237,59,6,45,851,0.03,0.02,N,F,1993-01-19,1993-03-04,1993-02-02,COLLECT COD,MAIL,regular customer request
10918,1220,65,7,18,524,0.0,0.08,A,F,1996-08-03,1996-09-28,1996-08-31,COLLECT COD,AIR,customer compliant regarding quality
16219,1563,91,4,36,313,0.01,0.08,N,O,1994-07-01,1994-08-29,1994-07-07,DELIVER IN PERSON,RAIL,urgent delivery needed
230,1879,51,3,20,972,0.01,0.0,R,F,1997-06-02,1997-06-22,1997-06-04,COLLECT COD,AIR,delayed by supplier
15601,80,73,3,36,713,0.04,0.02,N,O,1996-06-09,1996-07-14,1996-06-29,DELIVER IN PERSON,FOB,regular customer request
12296,734,97,6,41,712,0.01,0.04,R,F,1992-05-11,1992-06-09,1992-05-13,TAKE BACK RETURN,SHIP,regular customer request
19746,376,14,7,42,686,0.03,0.0,N,O,1996-08-01,1996-08-24,1996-08-27,NONE,FOB,regular customer request
17675,153,45,3,2,462,0.0,0.08,N,O,1994-10-29,1994-11-18,1994-11-03,TAKE BACK RETURN,MAIL,urgent delivery needed
17494,202,47,7,6,977,0.03,0.06,N,O,1997-10-28,1997-11-22,1997-11-07,COLLECT COD,RAIL,customer compliant regarding quality
8652,493,46,1,37,67,0.0,0.08,R,O,1994-12-19,1994-12-29,1995-01-03,COLLECT COD,FOB,regular customer request
12169,386,40,3,27,155,0.0,0.01,N,O,1992-03-11,1992-04-06,1992-03-13,TAKE BACK RETURN,REG AIR,delayed by supplier
7844,1711,65,3,16,495,0.02,0.04,A,F,1994-04-27,1994-05-19,1994-05-03,TAKE BACK RETURN,MAIL,delayed by supplier
2227,1716,58,4,22,195,0.0,0.06,N,O,1997-12-07,1998-01-01,1997-12-26,DELIVER IN PERSON,TRUCK,delayed by supplier
390,148,49,6,45,530,0.02,0.04,N,F,1994-05-07,1994-06-14,1994-05-26,NONE,TRUCK,regular customer request
14994,592,96,3,47,523,0.1,0.04,N,O,1997-04-30,1997-06-15,1997-05-08,COLLECT COD,RAIL,regular customer request
1266,1820,30,1,1,571,0.05,0.06,R,F,1996-06-08,1996-07-02,1996-06-26,TAKE BACK RETURN,FOB,check packaging carefully
8825,1874,34,2,6,138,0.03,0.0,N,F,1994-12-11,1995-01-25,1995-01-01,DELIVER IN PERSON,SHIP,fragile items inside
14364,1041,14,4,21,814,0.05,0.06,A,O,1996-08-09,1996-10-06,1996-08-21,TAKE BACK RETURN,REG AIR,fragile items inside
3671,1859,70,1,14,552,0.01,0.04,R,F,1994-08-24,1994-09-19,1994-09-01,DELIVER IN PERSON,AIR,delayed by supplier
10424,1745,68,6,46,922,0.03,0.04,R,F,1997-01-14,1997-02-12,1997-02-01,NONE,MAIL,regular customer request
6195,1333,86,5,32,664,0.05,0.0,A,O,1998-03-18,1998-04-01,1998-03-31,DELIVER IN PERSON,AIR,regular customer request
15871,401,44,3,20,400,0.04,0.01,A,O,1998-04-12,1998-04-25,1998-05-02,COLLECT COD,RAIL,delayed by supplier
14424,296,77,7,30,828,0.03,0.01,N,O,1993-03-10,1993-05-04,1993-04-01,NONE,REG AIR,regular customer request
3619,800,98,1,49,26,0.0,0.0,N,F,1992-03-28,1992-05-08,1992-03-30,DELIVER IN PERSON,FOB,urgent delivery needed
17874,252,11,4,11,624,0.03,0.02,A,F,1997-06-03,1997-07-11,1997-06-29,DELIVER IN PERSON,TRUCK,fragile items inside
16187,646,54,6,14,991,0.04,0.01,N,F,1997-05-02,1997-06-12,1997-05-14,DELIVER IN PERSON,TRUCK,check packaging carefully
17111,1533,91,1,15,308,0.02,0.01,A,F,1998-09-06,1998-10-31,1998-09-14,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
16661,1586,98,7,11,139,0.04,0.04,R,O,1994-04-10,1994-05-12,1994-04-22,COLLECT COD,AIR,customer compliant regarding quality
6394,630,76,2,37,505,0.05,0.0,N,O,1993-09-27,1993-10-25,1993-10-22,NONE,MAIL,customer compliant regarding quality
6581,224,57,6,23,741,0.1,0.06,R,O,1992-11-11,1992-11-23,1992-11-25,TAKE BACK RETURN,MAIL,check packaging carefully
6133,43,24,4,38,424,0.0,0.02,R,O,1995-03-23,1995-05-20,1995-03-24,NONE,FOB,delayed by supplier
8481,523,15,1,46,127,0.05,0.04,A,F,1997-01-08,1997-02-28,1997-01-14,DELIVER IN PERSON,FOB,fragile items inside
15083,1819,34,1,16,937,0.05,0.08,R,O,1992-12-04,1992-12-23,1992-12-17,TAKE BACK RETURN,TRUCK,customer compliant regarding quality
5110,720,43,4,25,122,0.1,0.06,R,O,1994-01-01,1994-01-14,1994-01-28,NONE,AIR,customer compliant regarding quality
8409,471,78,2,19,176,0.0,0.01,A,F,1995-03-10,1995-03-26,1995-04-04,NONE,FOB,regular customer request
16017,1492,85,1,19,854,0.04,0.08,N,F,1994-01-16,1994-02-04,1994-01-21,COLLECT COD,REG AIR,customer compliant regarding quality
9551,1577,76,7,12,497,0.03,0.06,R,O,1997-05-25,1997-06-24,1997-06-05,NONE,AIR,urgent delivery needed
6498,250,18,3,18,567,0.04,0.0,N,F,1996-05-31,1996-07-04,1996-06-11,DELIVER IN PERSON,RAIL,delayed by supplier
5400,1484,90,6,11,174,0.02,0.01,A,O,1992-07-30,1992-09-02,1992-08-08,NONE,RAIL,delayed by supplier
4796,1867,6,3,18,744,0.05,0.01,N,F,1995-06-17,1995-07-28,1995-06-29,NONE,FOB,fragile items inside
17244,164,15,5,25,167,0.01,0.08,A,F,1995-10-31,1995-12-09,1995-11-05,TAKE BACK RETURN,AIR,customer compliant regarding quality
3062,540,66,7,42,892,0.0,0.0,N,O,1996-10-07,1996-11-21,1996-10-20,TAKE BACK RETURN,TRUCK,delayed by supplier
815,1600,86,7,44,4,0.1,0.02,N,O,1992-02-07,1992-03-21,1992-02-09,COLLECT COD,RAIL,fragile items inside
15629,119,60,7,8,624,0.0,0.0,A,O,1995-07-25,1995-08-15,1995-08-13,TAKE BACK RETURN,TRUCK,fragile items inside
4121,1001,48,3,25,840,0.0,0.08,R,F,1992-07-12,1992-08-29,1992-08-10,DELIVER IN PERSON,REG AIR,fragile items inside
1485,1811,57,4,5,949,0.02,0.0,R,F,1998-07-03,1998-08-25,1998-07-23,DELIVER IN PERSON,TRUCK,urgent delivery needed
3087,365,59,7,45,274,0.01,0.08,N,O,1995-10-01,1995-11-29,1995-10-12,COLLECT COD,REG AIR,fragile items inside
9919,264,97,3,12,83,0.1,0.06,A,O,1998-10-03,1998-11-22,1998-10-11,DELIVER IN PERSON,SHIP,check packaging carefully
525,1967,1,3,32,264,0.01,0.08,R,O,1993-06-14,1993-08-08,1993-06-23,COLLECT COD,FOB,customer compliant regarding quality
5919,1212,48,7,13,964,0.02,0.06,R,F,1993-11-12,1993-12-05,1993-11-13,COLLECT COD,REG AIR,regular customer request
8751,1887,51,5,21,83,0.02,0.02,R,O,1994-08-07,1994-09-14,1994-08-25,NONE,MAIL,urgent delivery needed
15746,155,90,7,3,245,0.0,0.02,N,F,1997-04-18,1997-04-28,1997-05-12,TAKE BACK RETURN,TRUCK,check packaging carefully
13762,893,45,7,30,993,0.05,0.01,N,F,1993-11-11,1994-01-09,1993-11-26,TAKE BACK RETURN,MAIL,customer compliant regarding quality
7593,19,37,7,35,253,0.02,0.08,N,O,1993-03-18,1993-04-22,1993-03-22,NONE,TRUCK,regular customer request
1171,403,34,5,39,617,0.0,0.01,A,F,1996-01-13,1996-03-08,1996-02-10,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
5392,363,19,5,13,755,0.1,0.01,A,F,1998-11-06,1998-11-22,1998-11-19,NONE,REG AIR,regular customer request
7830,1232,54,3,22,460,0.0,0.08,N,F,1995-12-22,1996-01-14,1996-01-17,DELIVER IN PERSON,SHIP,urgent delivery needed
18929,1956,35,4,36,281,0.0,0.06,R,F,1998-03-19,1998-05-06,1998-04-06,NONE,AIR,fragile items inside
15878,1059,56,2,46,530,0.04,0.08,R,F,1994-01-13,1994-01-28,1994-01-29,TAKE BACK RETURN,MAIL,check packaging carefully
3973,1055,65,2,10,474,0.0,0.01,N,O,1995-12-08,1996-01-29,1995-12-09,NONE,TRUCK,regular customer request
18255,222,24,5,16,705,0.0,0.06,A,O,1993-11-22,1994-01-12,1993-12-11,COLLECT COD,MAIL,customer compliant regarding quality
9378,1562,48,2,17,16,0.04,0.08,N,F,1998-03-12,1998-04-18,1998-03-16,TAKE BACK RETURN,TRUCK,check packaging carefully
3870,1639,1,2,39,339,0.03,0.02,R,O,1992-09-19,1992-10-21,1992-09-24,COLLECT COD,AIR,urgent delivery needed
1584,889,33,7,25,688,0.02,0.0,N,O,1996-09-08,1996-10-17,1996-09-17,TAKE BACK RETURN,AIR,fragile items inside
7197,1592,37,3,1,407,0.01,0.06,A,F,1992-09-14,1992-11-11,1992-09-25,TAKE BACK RETURN,RAIL,customer compliant regarding quality
19829,601,6,2,32,639,0.02,0.08,R,F,1993-05-27,1993-07-13,1993-06-22,DELIVER IN PERSON,SHIP,regular customer request
4305,327,27,5,16,757,0.0,0.02,R,F,1998-09-17,1998-10-27,1998-10-14,TAKE BACK RETURN,RAIL,urgent delivery needed
14265,1699,59,7,42,938,0.05,0.04,R,O,1997-12-21,1998-01-23,1998-01-11,TAKE BACK RETURN,SHIP,fragile items inside
19286,1962,48,7,44,340,0.02,0.02,A,O,1996-08-23,1996-10-15,1996-09-19,TAKE BACK RETURN,REG AIR,urgent delivery needed
16105,1923,45,5,24,274,0.01,0.06,R,O,1998-08-15,1998-08-25,1998-08-21,DELIVER IN PERSON,AIR,check packaging carefully
16753,412,38,4,24,998,0.0,0.04,R,F,1992-08-01,1992-08-27,1992-08-22,NONE,RAIL,fragile items inside
4130,1742,64,7,36,86,0.0,0.0,N,O,1993-11-07,1993-11-17,1993-11-09,NONE,FOB,customer compliant regarding quality
12332,1283,39,2,30,17,0.1,0.01,A,F,1994-01-02,1994-02-13,1994-01-22,DELIVER IN PERSON,SHIP,customer compliant regarding quality
12825,1024,41,7,24,907,0.1,0.04,R,O,1992-04-30,1992-05-17,1992-05-09,COLLECT COD,SHIP,customer compliant regarding quality
